TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
443868523342069760    es    -1.59E+02    es    correct
443868703294504960    gl    -3.36E+01    es    wrong
443868832764280832    en    -1.09E+02    en    correct
443868911684321280    en    -1.19E+02    en    correct
443869016084721664    en    -1.20E+02    en    correct
443871078008778752    gl    -1.87E+02    es    wrong
443871712825065472    en    -1.21E+02    en    correct
443872464305930240    en    -1.75E+02    en    correct
443873649301680128    gl    -1.17E+02    en    wrong
443873918819254272    en    -2.00E+01    en    correct
443875707555696640    es    -1.76E+01    es    correct
443876431857459201    gl    -1.30E+02    es    wrong
443878696320258048    gl    -9.87E+01    es    wrong
443881227091996672    es    -3.09E+01    es    correct
443881800814055424    en    -1.16E+02    en    correct
443883930010546176    gl    -1.52E+02    es    wrong
443896125507272705    ca    -3.59E+01    es    wrong
443896296387387392    en    -7.80E+01    en    correct
443897026812870656    en    -1.39E+02    en    correct
443897104973697024    en    -1.41E+02    en    correct
443910305425674240    es    -4.24E+01    es    correct
443992441709154304    gl    -1.27E+02    es    wrong
443994712517914624    en    -3.46E+01    es    wrong
443997154861154304    gl    -1.69E+02    es    wrong
443997897391366144    es    -1.09E+02    es    correct
443999441121738752    eu    -5.97E+01    eu    correct
444006290646650880    es    -3.15E+01    es    correct
444008323839688704    es    -9.12E+01    es    correct
444009345207246848    eu    -8.88E+01    eu    correct
444016313292578816    pt    -1.64E+02    es    wrong
444017403786444800    gl    -9.13E+01    es    wrong
444020975135629312    es    -1.44E+02    es    correct
444023079782875137    ca    -8.68E+01    es    wrong
444025793728245761    es    -1.84E+01    es    correct
444031801695404032    es    -1.91E+02    es    correct
444032943930212352    gl    -2.05E+02    es    wrong
444039467423531008    eu    -1.37E+02    es    wrong
444041492215369728    gl    -1.45E+02    es    wrong
444042790591528960    gl    -9.76E+01    es    wrong
444044672693194752    gl    -1.01E+02    es    wrong
444046083585753088    en    -7.25E+01    es    wrong
444047582986514432    pt    -2.39E+01    es    wrong
444048376884375552    gl    -7.64E+01    es    wrong
444048723388420096    gl    -7.93E+01    es    wrong
444053779609292800    gl    -1.97E+02    es    wrong
444054441088782336    es    -1.50E+02    es    correct
444064097886564352    gl    -5.82E+01    es    wrong
444073238298365952    gl    -1.15E+02    es    wrong
444073478380355584    gl    -1.10E+02    es    wrong
444074104292122624    es    -1.40E+02    es    correct
444079659823947776    en    -1.15E+02    en    correct
444082229359439872    gl    -1.89E+02    es    wrong
444091189332295680    ca    -1.08E+02    es    wrong
444091351190478848    gl    -1.72E+02    es    wrong
444095424597852160    es    -1.91E+02    es    correct
444096498310328320    ca    -1.20E+02    es    wrong
444098586884988928    gl    -1.71E+02    es    wrong
444101147515961344    eu    -6.49E+01    es    wrong
444101210061426688    gl    -7.50E+01    es    wrong
444102297023688704    en    -3.50E+01    es    wrong
444107324874305536    gl    -1.40E+02    es    wrong
444108860442562560    gl    -4.24E+01    es    wrong
444110162459381760    gl    -3.43E+01    es    wrong
444110524545236992    gl    -1.15E+02    es    wrong
444110612713721856    gl    -2.00E+02    es    wrong
444111610677055488    en    -1.87E+02    es    wrong
444112150634979328    es    -1.07E+02    es    correct
444113822446788608    gl    -6.70E+01    es    wrong
444114874097205248    gl    -1.42E+02    es    wrong
444115274607099904    gl    -3.44E+01    es    wrong
444116684346257408    es    -4.22E+01    es    correct
444117712353366016    gl    -1.79E+02    es    wrong
444121313381449729    gl    -6.45E+01    es    wrong
444122434925756417    en    -9.88E+01    es    wrong
444127758101532672    gl    -5.77E+01    es    wrong
444130751010050048    es    -3.45E+01    es    correct
444131227713671168    gl    -1.49E+02    es    wrong
444131935343087616    en    -1.45E+02    en    correct
444132542128881664    gl    -2.65E+01    es    wrong
444137110237622272    eu    -1.13E+02    es    wrong
444137536261480448    en    -1.14E+02    en    correct
444139179367497728    en    -1.13E+02    en    correct
444141502575673344    gl    -1.63E+02    es    wrong
444145145470926848    gl    -1.94E+02    es    wrong
444145739376369664    es    -4.83E+01    eu    wrong
444148474960183296    es    -3.66E+01    es    correct
444151407588151297    eu    -1.94E+01    es    wrong
444154375096008704    gl    -1.63E+02    es    wrong
444156407802511360    gl    -7.79E+01    es    wrong
444157119693336576    en    -8.58E+01    es    wrong
444159748930539520    en    -1.78E+02    en    correct
444162049300779008    en    -5.65E+01    en    correct
444162121858035712    en    -1.18E+02    en    correct
444162256641994752    gl    -6.52E+01    es    wrong
444166190530060289    en    -1.92E+02    es    wrong
444169842653151233    ca    -8.39E+01    es    wrong
444171658375729152    gl    -1.26E+02    es    wrong
444172939601395712    eu    -7.14E+01    eu    correct
444177289765732352    es    -5.16E+01    es    correct
444182632575033345    gl    -9.20E+01    es    wrong
444183255496290304    en    -5.52E+01    es    wrong
444185701660504066    eu    -1.92E+01    es    wrong
444187226910756865    gl    -1.73E+02    es    wrong
444187994296426496    eu    -6.98E+01    eu    correct
444191841014267904    gl    -3.06E+01    es    wrong
444191887369703424    ca    -1.71E+02    ca    correct
444192917343989760    pt    -5.07E+01    es    wrong
444194564489109504    es    -1.12E+02    es    correct
444195095194386432    eu    -1.20E+02    eu    correct
444202168221179904    gl    -1.09E+02    es    wrong
444205240532086785    gl    -1.52E+02    es    wrong
444205895258742784    eu    -9.35E+01    es    wrong
444209223212494848    gl    -6.29E+01    es    wrong
444210072131223553    eu    -2.12E+01    es    wrong
444210324942901248    gl    -1.06E+02    es    wrong
444213521564577792    gl    -1.51E+02    es    wrong
444215713910509568    gl    -1.25E+02    es    wrong
444215861424164864    gl    -3.73E+01    es    wrong
444218064918577152    gl    -2.12E+02    es    wrong
444218400001503232    pt    -2.74E+01    es    wrong
444219655570608128    gl    -1.06E+02    es    wrong
444220151584804864    ca    -6.42E+01    es    wrong
444220236372668416    gl    -1.15E+02    es    wrong
444220317016543233    pt    -7.13E+01    es    wrong
444220558625218560    gl    -3.85E+01    es    wrong
444222101441249280    gl    -8.91E+01    es    wrong
444223527613636609    eu    -6.18E+01    es    wrong
444223910075445248    pt    -3.68E+01    es    wrong
444224859015757825    en    -1.96E+02    en    correct
444224921087270912    en    -9.43E+01    en    correct
444225258003120128    eu    -1.16E+02    eu    correct
444226018715660288    gl    -4.69E+01    es    wrong
444226589078069248    eu    -6.63E+01    eu    correct
444229192629366785    gl    -9.89E+01    es    wrong
444229807443017728    es    -5.99E+01    es    correct
444229841412698113    es    -3.71E+01    es    correct
444229860714905600    ca    -2.20E+01    es    wrong
444230854760759297    es    -6.76E+01    es    correct
444230858648862720    gl    -6.57E+01    eu    wrong
444231108142833665    ca    -1.06E+01    es    wrong
444231548423135232    en    -1.55E+02    en    correct
444232212679241728    es    -1.53E+02    es    correct
444232369336492032    es    -1.38E+02    es    correct
444232669724155904    gl    -7.36E+01    es    wrong
444232809767776258    gl    -3.74E+01    es    wrong
444236552492044288    es    -5.50E+01    es    correct
444236961365389312    gl    -1.51E+02    es    wrong
444236975093342208    es    -2.51E+01    es    correct
444237501805629440    pt    -5.26E+00    es    wrong
444237575063351296    gl    -1.99E+02    es    wrong
444238093705826304    ca    -3.95E+01    es    wrong
444239918811074560    ca    -4.57E+01    es    wrong
444240163812954112    gl    -6.36E+01    es    wrong
444240928161935360    gl    -3.39E+01    es    wrong
444242127409926144    gl    -1.49E+02    es    wrong
444242140731027456    es    -5.98E+01    eu    wrong
444243075561689089    en    -1.45E+02    en    correct
444243378474344448    es    -8.92E+01    es    correct
444245634158432256    es    -8.87E+01    es    correct
444247364023640064    es    -1.00E+02    es    correct
444247555049013248    gl    -1.16E+02    es    wrong
444247883332976640    gl    -3.70E+01    es    wrong
444248493440659456    en    -1.25E+02    en    correct
444249115053268992    es    -6.64E+01    es    correct
444250314821337089    gl    -2.22E+02    es    wrong
444251013995040768    gl    -1.06E+02    es    wrong
444251056177164288    gl    -2.10E+02    es    wrong
444251558025633792    gl    -1.20E+02    es    wrong
444252690861027329    pt    -3.70E+01    es    wrong
444256286356828160    gl    -1.30E+02    es    wrong
444256943449055232    es    -3.37E+01    es    correct
444266890593316864    es    -1.29E+02    es    correct
444309448811892736    gl    -5.85E+01    es    wrong
444348382258401280    es    -1.52E+01    es    correct
444350584897163264    gl    -5.17E+01    es    wrong
444353152964648961    ca    -4.29E+01    eu    wrong
444357381200576512    gl    -5.63E+01    es    wrong
444357845216419840    gl    -4.94E+01    es    wrong
444358918501064704    en    -4.38E+01    es    wrong
444363681439424512    eu    -4.90E+01    eu    correct
444365941842132992    eu    -5.85E+01    eu    correct
444369041407606784    gl    -1.48E+02    es    wrong
444371569604042752    gl    -4.91E+01    es    wrong
444372034328723456    gl    -2.77E+01    es    wrong
444374680208941056    gl    -3.99E+01    es    wrong
444374998179147777    gl    -1.15E+02    es    wrong
444375093972860928    gl    -1.73E+01    es    wrong
444377052079468544    es    -8.23E+01    es    correct
444381594854629376    ca    -2.43E+01    es    wrong
444381806998347776    gl    -2.12E+02    es    wrong
444381966742585344    gl    -1.42E+02    es    wrong
444382074532032512    es    -4.69E+01    es    correct
444383676793888769    es    -1.38E+02    es    correct
444391519525801984    gl    -1.54E+02    es    wrong
444396628259373056    en    -1.40E+02    en    correct
444399034527408128    gl    -6.38E+01    es    wrong
444400433663320064    es    -1.53E+02    es    correct
444401842697826304    gl    -5.61E+01    es    wrong
444403005098840064    gl    -1.14E+02    es    wrong
444403918077186048    gl    -1.74E+02    es    wrong
444408663701463040    gl    -4.68E+01    es    wrong
444410023238991873    en    -1.86E+02    en    correct
444411836742762496    en    -1.07E+02    en    correct
444417872144912384    es    -5.50E+01    es    correct
444418796540153856    gl    -1.03E+02    es    wrong
444429418845704192    gl    -9.68E+01    es    wrong
444446411808321536    en    -3.02E+01    es    wrong
444447220570800128    gl    -4.94E+01    es    wrong
444451997077745664    gl    -1.09E+02    es    wrong
444452901482950656    es    -1.33E+02    es    correct
444454791268544512    es    -1.49E+02    es    correct
444456928576827392    gl    -7.22E+01    es    wrong
444458213170483200    eu    -6.54E+01    eu    correct
444463266405040129    es    -3.44E+01    es    correct
444463758614999040    eu    -3.57E+01    es    wrong
444463819356913664    eu    -1.47E+02    eu    correct
444465049449820160    pt    -8.24E+01    es    wrong
444466826337345536    es    -9.36E+01    es    correct
444468664709160960    es    -5.71E+01    es    correct
444478375214989312    gl    -3.92E+01    es    wrong
444479321349320704    en    -2.82E+01    en    correct
444481898606120960    gl    -1.88E+02    es    wrong
444482847689441280    es    -4.14E+01    es    correct
444488791198531584    ca    -5.37E+01    es    wrong
444496364341592064    gl    -7.95E+01    es    wrong
444497039955865601    gl    -8.45E+01    es    wrong
444497860252663810    gl    -1.57E+02    es    wrong
444498075034599424    ca    -1.27E+02    es    wrong
444499294289416193    gl    -2.08E+02    es    wrong
444501431455055872    gl    -1.50E+02    es    wrong
444503104051249153    gl    -1.10E+02    es    wrong
444510290164871168    es    -5.60E+01    es    correct
444524121343655936    es    -8.92E+01    es    correct
444526038136406016    es    -9.32E+01    es    correct
444526132793470977    gl    -1.04E+02    es    wrong
444528337197993984    gl    -9.43E+01    es    wrong
444528361797582848    en    -1.44E+02    en    correct
444529926423982080    gl    -2.23E+02    es    wrong
444530441912328192    gl    -8.26E+01    es    wrong
444536070949306369    en    -1.94E+01    en    correct
444538384233791489    gl    -5.47E+01    es    wrong
444543225408143360    gl    -4.12E+01    es    wrong
444543820450267136    eu    -6.14E+01    es    wrong
444544341420568576    en    -7.46E+01    es    wrong
