TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
444039467423531008    eu    -1.41E+02    es wrong
444041492215369728    eu    -1.54E+02    es wrong
444042790591528960    gl    -1.02E+02    es wrong
444044672693194752    gl    -1.06E+02    es wrong
444046083585753088    gl    -7.79E+01    es wrong
444047582986514432    pt    -2.51E+01    es wrong
444048376884375552    gl    -7.95E+01    es wrong
444048723388420096    gl    -8.51E+01    es wrong
444053779609292800    gl    -2.07E+02    es wrong
444054441088782336    gl    -1.65E+02    es wrong
444064097886564352    gl    -6.04E+01    es wrong
444073238298365952    gl    -1.22E+02    es wrong
444073478380355584    gl    -1.16E+02    es wrong
444074104292122624    gl    -1.53E+02    es wrong
444079659823947776    en    -1.24E+02    en correct
444082229359439872    gl    -2.01E+02    es wrong
444091189332295680    gl    -1.12E+02    es wrong
444091351190478848    gl    -1.82E+02    es wrong
444095424597852160    es    -2.14E+02    es correct
444096498310328320    gl    -1.25E+02    es wrong
444098586884988928    gl    -1.80E+02    es wrong
444101147515961344    eu    -6.84E+01    es wrong
444101210061426688    gl    -8.07E+01    es wrong
444102297023688704    gl    -3.81E+01    es wrong
444107324874305536    gl    -1.46E+02    es wrong
444108860442562560    gl    -4.38E+01    es wrong
444110162459381760    gl    -3.62E+01    es wrong
444110524545236992    gl    -1.22E+02    es wrong
444110612713721856    gl    -2.10E+02    es wrong
444111610677055488    en    -2.04E+02    es wrong
444112150634979328    gl    -1.14E+02    es wrong
444113822446788608    gl    -7.25E+01    es wrong
444114874097205248    gl    -1.50E+02    es wrong
444115274607099904    gl    -3.74E+01    es wrong
444116684346257408    es    -4.47E+01    es correct
444117712353366016    gl    -1.87E+02    es wrong
444121313381449729    gl    -7.00E+01    es wrong
444122434925756417    eu    -1.02E+02    es wrong
444127758101532672    gl    -6.09E+01    es wrong
444130751010050048    gl    -3.70E+01    es wrong
444131227713671168    gl    -1.57E+02    es wrong
444131935343087616    en    -1.58E+02    en correct
444132542128881664    eu    -2.77E+01    es wrong
444137110237622272    eu    -1.15E+02    es wrong
444137536261480448    en    -1.24E+02    en correct
444139179367497728    en    -1.19E+02    en correct
444141502575673344    gl    -1.76E+02    es wrong
444145145470926848    gl    -2.04E+02    es wrong
444145739376369664    eu    -4.79E+01    eu correct
444148474960183296    gl    -3.82E+01    es wrong
444151407588151297    eu    -2.08E+01    es wrong
444154375096008704    eu    -1.74E+02    es wrong
444156407802511360    gl    -8.22E+01    es wrong
444157119693336576    en    -8.95E+01    es wrong
444159748930539520    en    -1.91E+02    en correct
444162049300779008    en    -5.69E+01    en correct
444162121858035712    en    -1.25E+02    en correct
444162256641994752    gl    -6.80E+01    es wrong
444166190530060289    en    -2.07E+02    es wrong
444169842653151233    eu    -9.07E+01    es wrong
444171658375729152    eu    -1.33E+02    es wrong
444172939601395712    eu    -6.99E+01    eu correct
444177289765732352    es    -5.70E+01    es correct
444182632575033345    gl    -9.69E+01    es wrong
444183255496290304    eu    -5.91E+01    es wrong
444185701660504066    eu    -1.99E+01    es wrong
444187226910756865    gl    -1.84E+02    es wrong
444187994296426496    eu    -6.81E+01    eu correct
444191841014267904    gl    -3.11E+01    es wrong
444191887369703424    eu    -1.82E+02    ca wrong
444192917343989760    gl    -5.54E+01    es wrong
444194564489109504    eu    -1.16E+02    es wrong
444195095194386432    eu    -1.21E+02    eu correct
444202168221179904    eu    -1.14E+02    es wrong
444205240532086785    gl    -1.63E+02    es wrong
444205895258742784    eu    -9.63E+01    es wrong
444209223212494848    gl    -6.62E+01    es wrong
444210072131223553    eu    -2.13E+01    es wrong
444210324942901248    gl    -1.14E+02    es wrong
444213521564577792    gl    -1.57E+02    es wrong
444215713910509568    gl    -1.34E+02    es wrong
444215861424164864    gl    -3.91E+01    es wrong
444218064918577152    eu    -2.27E+02    es wrong
444218400001503232    pt    -2.83E+01    es wrong
444219655570608128    eu    -1.13E+02    es wrong
444220151584804864    gl    -6.91E+01    es wrong
444220236372668416    gl    -1.24E+02    es wrong
444220317016543233    gl    -7.79E+01    es wrong
444220558625218560    gl    -4.19E+01    es wrong
444222101441249280    gl    -9.28E+01    es wrong
444223527613636609    eu    -6.39E+01    es wrong
444223910075445248    eu    -3.80E+01    es wrong
444224859015757825    en    -2.13E+02    en correct
444224921087270912    eu    -1.02E+02    en wrong
444225258003120128    eu    -1.15E+02    eu correct
444226018715660288    gl    -4.96E+01    es wrong
444226589078069248    eu    -6.80E+01    eu correct
444229192629366785    gl    -1.02E+02    es wrong
444229807443017728    eu    -6.68E+01    es wrong
444229841412698113    eu    -3.70E+01    es wrong
444229860714905600    gl    -2.31E+01    es wrong
444230854760759297    es    -7.41E+01    es correct
444230858648862720    eu    -6.64E+01    eu correct
444231108142833665    gl    -1.09E+01    es wrong
444231548423135232    en    -1.63E+02    en correct
444232212679241728    gl    -1.69E+02    es wrong
444232369336492032    gl    -1.48E+02    es wrong
444232669724155904    gl    -7.26E+01    es wrong
444232809767776258    gl    -3.98E+01    es wrong
444236552492044288    gl    -5.68E+01    es wrong
444236961365389312    eu    -1.59E+02    es wrong
444236975093342208    gl    -2.72E+01    es wrong
444237501805629440    pt    -5.05E+00    es wrong
444237575063351296    eu    -2.09E+02    es wrong
444238093705826304    en    -4.29E+01    es wrong
444239918811074560    gl    -4.60E+01    es wrong
444240163812954112    gl    -6.52E+01    es wrong
444240928161935360    gl    -3.63E+01    es wrong
444242127409926144    gl    -1.56E+02    es wrong
444242140731027456    eu    -6.13E+01    eu correct
444243075561689089    en    -1.51E+02    en correct
444243378474344448    gl    -9.08E+01    es wrong
444245634158432256    gl    -9.59E+01    es wrong
444247364023640064    gl    -1.08E+02    es wrong
444247555049013248    gl    -1.23E+02    es wrong
444247883332976640    gl    -3.89E+01    es wrong
444248493440659456    en    -1.33E+02    en correct
444249115053268992    es    -7.32E+01    es correct
444250314821337089    eu    -2.38E+02    es wrong
444251013995040768    gl    -1.13E+02    es wrong
444251056177164288    gl    -2.22E+02    es wrong
444251558025633792    gl    -1.25E+02    es wrong
444252690861027329    eu    -3.85E+01    es wrong
444256286356828160    gl    -1.41E+02    es wrong
444256943449055232    es    -3.77E+01    es correct
444266890593316864    gl    -1.38E+02    es wrong
444309448811892736    gl    -6.19E+01    es wrong
444348382258401280    gl    -1.58E+01    es wrong
444350584897163264    es    -5.43E+01    es correct
444353152964648961    eu    -4.59E+01    eu correct
444357381200576512    eu    -6.02E+01    es wrong
444357845216419840    gl    -5.11E+01    es wrong
444358918501064704    en    -4.75E+01    es wrong
444363681439424512    eu    -4.90E+01    eu correct
444365941842132992    eu    -5.90E+01    eu correct
444369041407606784    gl    -1.55E+02    es wrong
444371569604042752    gl    -5.27E+01    es wrong
444372034328723456    gl    -2.85E+01    es wrong
444374680208941056    gl    -4.01E+01    es wrong
444374998179147777    gl    -1.19E+02    es wrong
444375093972860928    gl    -1.69E+01    es wrong
444377052079468544    gl    -8.76E+01    es wrong
444381594854629376    gl    -2.54E+01    es wrong
444381806998347776    eu    -2.25E+02    es wrong
444381966742585344    gl    -1.52E+02    es wrong
444382074532032512    es    -5.13E+01    es correct
444383676793888769    eu    -1.44E+02    es wrong
444391519525801984    gl    -1.64E+02    es wrong
444396628259373056    en    -1.52E+02    en correct
444399034527408128    eu    -6.69E+01    es wrong
444400433663320064    gl    -1.67E+02    es wrong
444401842697826304    gl    -5.82E+01    es wrong
444403005098840064    gl    -1.18E+02    es wrong
444403918077186048    eu    -1.82E+02    es wrong
444408663701463040    eu    -4.96E+01    es wrong
444410023238991873    eu    -1.99E+02    en wrong
444411836742762496    en    -1.16E+02    en correct
444417872144912384    gl    -5.88E+01    es wrong
444418796540153856    gl    -1.10E+02    es wrong
444429418845704192    gl    -1.02E+02    es wrong
444446411808321536    en    -3.14E+01    es wrong
444447220570800128    gl    -5.21E+01    es wrong
444451997077745664    gl    -1.16E+02    es wrong
444452901482950656    gl    -1.42E+02    es wrong
444454791268544512    eu    -1.60E+02    es wrong
444456928576827392    eu    -7.51E+01    es wrong
444458213170483200    eu    -6.60E+01    eu correct
444463266405040129    eu    -3.52E+01    es wrong
444463758614999040    eu    -3.54E+01    es wrong
444463819356913664    eu    -1.46E+02    eu correct
444465049449820160    eu    -8.96E+01    es wrong
444466826337345536    gl    -1.01E+02    es wrong
444468664709160960    eu    -6.00E+01    es wrong
444478375214989312    gl    -4.17E+01    es wrong
444479321349320704    en    -3.01E+01    en correct
444481898606120960    gl    -1.99E+02    es wrong
444482847689441280    es    -4.57E+01    es correct
444488791198531584    gl    -5.77E+01    es wrong
444496364341592064    gl    -8.48E+01    es wrong
444497039955865601    gl    -8.69E+01    es wrong
444497860252663810    gl    -1.68E+02    es wrong
444498075034599424    gl    -1.37E+02    es wrong
444499294289416193    gl    -2.21E+02    es wrong
444501431455055872    eu    -1.58E+02    es wrong
444503104051249153    gl    -1.13E+02    es wrong
444510290164871168    eu    -5.92E+01    es wrong
444524121343655936    en    -9.51E+01    es wrong
444526038136406016    es    -1.03E+02    es correct
444526132793470977    gl    -1.10E+02    es wrong
444528337197993984    gl    -9.76E+01    es wrong
444528361797582848    en    -1.51E+02    en correct
444529926423982080    gl    -2.40E+02    es wrong
444530441912328192    eu    -8.54E+01    es wrong
444536070949306369    en    -1.91E+01    en correct
444538384233791489    gl    -5.90E+01    es wrong
444543225408143360    gl    -4.43E+01    es wrong
444543820450267136    eu    -6.22E+01    es wrong
444544341420568576    en    -8.05E+01    es wrong
444547331481153537    gl    -1.87E+02    es wrong
444551329487552512    eu    -1.10E+02    es wrong
444555857926586368    gl    -6.12E+01    es wrong
444559103881641984    ca    -5.33E+00    es wrong
444561491279503360    gl    -3.85E+01    es wrong
444561811837575168    eu    -1.49E+02    es wrong
444562011217997824    en    -1.51E+01    en correct
444565943168278528    gl    -1.43E+02    es wrong
444568209573044224    gl    -8.97E+01    es wrong
444571202972307456    gl    -1.73E+01    en wrong
444571839508250624    eu    -1.11E+02    eu correct
444572718760214529    gl    -1.17E+02    es wrong
444577439646486528    gl    -7.30E+01    es wrong
444578729390780417    gl    -4.16E+01    es wrong
444582846788014080    gl    -4.46E+01    es wrong
444586293738348544    gl    -4.49E+01    es wrong
444587074961014784    gl    -6.30E+01    es wrong
444587500435415042    gl    -6.34E+01    es wrong
444588145955598336    gl    -5.96E+01    es wrong
444588459236159488    eu    -5.02E+01    eu correct
444591790520557568    eu    -8.00E+01    es wrong
444591931574587392    gl    -1.19E+02    es wrong
444594202450870273    eu    -1.04E+02    es wrong
444597208206557184    eu    -5.03E+01    es wrong
444598097751322624    es    -2.32E+02    es correct
444599378247176192    eu    -2.25E+02    es wrong
444600508196876289    gl    -3.25E+01    es wrong
444601028101828608    gl    -9.60E+01    es wrong
444603833189404672    gl    -1.39E+02    es wrong
444605839228555264    es    -1.36E+01    es correct
444606253323808768    es    -2.95E+01    es correct
444612640338640896    gl    -7.28E+01    es wrong
444613337381609472    eu    -3.49E+01    es wrong
444613629376483328    es    -1.60E+01    es correct
444627207462596608    gl    -5.55E+01    es wrong
444629350659686400    gl    -2.07E+02    es wrong
444654289253048321    en    -2.59E+01    en correct
444663468789350400    gl    -8.43E+01    es wrong
444667826339860480    gl    -1.10E+02    es wrong
444668027796455424    eu    -5.07E+01    es wrong
444673439472025600    en    -1.31E+02    es wrong
444674059155296256    gl    -4.60E+01    es wrong
444688471543005185    eu    -6.92E+01    es wrong
444708996306706432    gl    -7.74E+01    es wrong
444722245408419840    es    -1.10E+02    es correct
444735322770120704    gl    -1.57E+02    es wrong
444738116235317248    gl    -1.46E+02    es wrong
444738526056570880    eu    -1.40E+02    es wrong
444741045105205248    gl    -1.14E+02    es wrong
444742164044873729    gl    -1.30E+02    es wrong
444742302389788672    eu    -1.41E+02    es wrong
444744818179444736    eu    -1.16E+02    es wrong
444744821706874880    eu    -1.09E+02    es wrong
444745580464844800    gl    -1.36E+01    es wrong
444746176538365952    gl    -1.49E+02    es wrong
444746492415578112    pt    -3.74E+01    es wrong
444747099985682432    gl    -2.24E+02    es wrong
444752422133833731    eu    -4.52E+00    eu correct
444753188621930496    gl    -1.04E+02    es wrong
444755650657419264    gl    -3.58E+01    es wrong
444755912600076288    gl    -2.27E+02    es wrong
444756032095805440    pt    -1.74E+01    es wrong
444769522806169600    gl    -1.48E+02    es wrong
444769612241317889    gl    -7.52E+02    es wrong
444777284185387008    gl    -2.45E+01    es wrong
444780021509787648    gl    -4.46E+01    es wrong
444785470946693120    gl    -7.31E+01    es wrong
444786601844277249    eu    -7.12E+01    es wrong
444786826721918976    eu    -1.11E+02    es wrong
444788046702317568    eu    -1.88E+02    es wrong
